"","tcog_t_scaled","tcog_f_scaled","speaker","tune","speaker_mean_tcog_f"
"1",1.44514055236042,1.51249641126353,"11749","HHH",0.554401865002719
"2",1.477058299679,1.28341935663888,"11749","HHL",0.54993403669512
"3",-0.491502186636927,0.117486387460036,"11749","HLH",0.527194141016806
"4",-0.73081589908537,0.0602043645037051,"11749","HLL",0.52607693508756
"5",-0.0133745340054281,-0.184675234188441,"11749","LHH",0.521300900208017
"6",-0.357765387167567,-0.972764464858242,"11749","LHL",0.505930319424754
"7",0.0223792473426171,-0.45083340360843,"11749","LLH",0.516109856497499
"8",-1.35112009248671,-1.36533341721105,"11749","LLL",0.49827380978052
"9",1.19482456255373,1.22382039257609,"14542","HHH",0.602654450962821
"10",1.12740039991647,0.645019911079317,"14542","HHL",0.592913264254997
"11",-0.158546181688084,-0.959378163615569,"14542","HLH",0.565911315053329
"12",-0.994761585400932,-1.74296377158562,"14542","HLL",0.552723603652224
"13",0.663323884519344,0.958207805792628,"14542","LHH",0.598184202781418
"14",-0.421385955663025,0.116791324697598,"14542","LHL",0.584023200323039
"15",0.20940966637376,0.168146437004683,"14542","LLH",0.584887504609882
"16",-1.62026479061127,-0.409643935949112,"14542","LLL",0.575163317984516
"17",1.48512076299148,1.08640878258045,"14557","HHH",0.559155280915845
"18",1.31265651448954,0.755478484439821,"14557","HHL",0.552220104068141
"19",-0.736941482622708,0.924925164544884,"14557","HLH",0.555771131880909
"20",-0.793613694405374,0.288068272187159,"14557","HLL",0.542424771030917
"21",0.431298414748197,0.27995688493917,"14557","LHH",0.542254783860322
"22",-0.27550063474363,-0.846290620465453,"14557","LHL",0.518652455309107
"23",-0.152925999739598,-0.786298785584117,"14557","LLH",0.519909680732884
"24",-1.2700938807179,-1.70224818264189,"14557","LLL",0.500714487401132
"25",1.18788518620188,0.98023671270192,"15187","HHH",0.630287918571688
"26",1.17791782812313,0.900066107583609,"15187","HHL",0.62879185127205
"27",-0.21648985576239,0.124167193911699,"15187","HLH",0.614312766439694
"28",-0.852005804537335,-0.0501973384817676,"15187","HLL",0.611058941989379
"29",0.990181433890698,1.15523302849225,"15187","LHH",0.633553532760638
"30",-0.654111465328092,-0.796935848856701,"15187","LHL",0.597124020766023
"31",-0.230866672157849,-0.623640600302807,"15187","LLH",0.600357891262092
"32",-1.40251065043005,-1.68892925504821,"15187","LLL",0.580478491341284
"33",1.51030049601226,1.57725760061064,"15763","HHH",0.633542730706829
"34",1.30252816084094,1.27215784812285,"15763","HHL",0.624898702861771
"35",-0.529661219918503,-0.0829272606838372,"15763","HLH",0.586506690683992
"36",-0.603533632983655,-0.710971242525051,"15763","HLL",0.568713068687613
"37",0.39049512527067,0.261326384542825,"15763","LHH",0.59626001913096
"38",-0.330177479795979,-0.489517710301733,"15763","LHL",0.574987247815311
"39",-0.321158900203319,-0.464197959071357,"15763","LLH",0.575704602165424
"40",-1.41879254922241,-1.36312766069432,"15763","LLL",0.550236297756066
"41",1.37090545172179,1.63799671622118,"15775","HHH",0.594272035812475
"42",1.17791749762561,1.05478977161678,"15775","HHL",0.58352918146047
"43",-0.480973559995046,-0.333766407899505,"15775","HLH",0.557951542280883
"44",-0.748146990762073,-0.0242757234069982,"15775","HLL",0.563652457500712
"45",0.673568757110105,0.34300833296227,"15775","LHH",0.5704179447088
"46",-0.524590237135355,-0.405114163921774,"15775","LHL",0.556637294296731
"47",0.0188751533726964,-0.798546533496273,"15775","LLH",0.549390146979975
"48",-1.48755607193773,-1.4740919920757,"15775","LLL",0.53694638831623
"49",1.21591897984681,-0.0895076322180624,"15778","HHH",0.539316199107897
"50",0.921813937457354,1.96918174961315,"15778","HHL",0.557428845206047
"51",-0.41154015098344,0.225709384093536,"15778","HLH",0.542089523879936
"52",-1.13594363474902,-1.23114471598443,"15778","HLL",0.529271911391025
"53",0.963360310686933,0.753550586036988,"15778","LHH",0.546733546903128
"54",-0.355107712054506,-0.466386528107455,"15778","LHL",0.536000364226079
"55",0.249188610624065,-0.371098915391021,"15778","LLH",0.536838718385721
"56",-1.44769034082818,-0.79030392804272,"15778","LLL",0.533150492224096
"57",1.55622161210138,1.43580496993799,"15781","HHH",0.598218489664049
"58",1.36862040118807,1.51193497052359,"15781","HHL",0.600402231436065
"59",-0.628938354931431,-0.465345224615513,"15781","HLH",0.543685177398328
"60",-0.476133250694063,-0.319192584715088,"15781","HLL",0.547877475078428
"61",0.339950781691279,0.117143240275446,"15781","LHH",0.560393497150276
"62",-0.562394149261914,-0.552011955510005,"15781","LHL",0.541199196063208
"63",-0.365532122456494,-0.353246600211519,"15781","LLH",0.546900656799531
"64",-1.23179491763684,-1.3750868156849,"15781","LLL",0.517589805023736
"65",1.23271138539738,1.402817725889,"15784","HHH",0.691871901998087
"66",1.28307865915608,1.50070900928135,"15784","HHL",0.696007207349394
"67",-0.545431022869811,-0.483805557396291,"15784","HLH",0.612173658304608
"68",-0.832934458824347,-0.624785463157243,"15784","HLL",0.60621812336302
"69",0.78417139391747,0.168908448018543,"15784","LHH",0.639746815238785
"70",-0.567088756730302,-0.282115317833938,"15784","LHL",0.620693831889684
"71",0.0259525115780634,-0.278136630761559,"15784","LLH",0.620861906976366
"72",-1.38045971162454,-1.40359221403986,"15784","LLL",0.573318322553881
"73",1.01110316583307,1.02392906903805,"15787","HHH",0.712799957251541
"74",1.58182272945336,1.34224113047492,"15787","HHL",0.718666950468244
"75",-0.563759825248084,0.22120549051315,"15787","HLH",0.698004495939663
"76",-0.614256165647472,-0.561544579208128,"15787","HLL",0.683577177889891
"77",0.755991482602552,0.398268796589191,"15787","LHH",0.701268051869608
"78",-0.76847773007005,0.0132499169634631,"15787","LHL",0.694171546808285
"79",-0.137787360188913,-0.645716297644468,"15787","LLH",0.682025760394509
"80",-1.26463629673448,-1.79163352672617,"15787","LLL",0.66090469894438
"81",1.385720801876,1.71261655818003,"15796","HHH",0.594821014724919
"82",0.280394598116282,0.480648742883622,"15796","HHL",0.55645206052447
"83",-0.398961534733038,-0.689064812455009,"15796","HLH",0.520021980716229
"84",-1.51111426605928,-0.227594028250557,"15796","HLL",0.534394232299543
"85",1.2705176214561,0.642549763668804,"15796","LHH",0.561494378005806
"86",-0.613765425845007,-1.43241629255293,"15796","LHL",0.496870711226409
"87",0.28472452570171,0.359194320769204,"15796","LLH",0.552669429921877
"88",-0.697516320512777,-0.845934252243175,"15796","LLL",0.515136369033887
"89",1.46799563470979,1.67088454067101,"15799","HHH",0.740857324092653
"90",1.16014870178,0.750360714564754,"15799","HHL",0.722746015406316
"91",-0.648342592287448,0.36204568553846,"15799","HLH",0.715105916194557
"92",-0.777894501273531,-0.157139281207145,"15799","HLL",0.704890950615871
"93",0.654728526902483,-0.123995288508667,"15799","LHH",0.705543058758904
"94",-0.563658821388557,-0.143316835497231,"15799","LHL",0.705162907271368
"95",0.0210819073394184,-0.600041957756508,"15799","LLH",0.696176839296319
"96",-1.31405885578214,-1.75879757780469,"15799","LLL",0.673378319441061
"97",1.53563897421607,1.51284566194011,"15802","HHH",0.542696800151448
"98",1.28833320966058,1.33572044684849,"15802","HHL",0.540116127714537
"99",-0.203349986095507,-0.268293157174379,"15802","HLH",0.516746029368054
"100",-0.506491903208172,-0.563246364847823,"15802","HLL",0.51244863098337
"101",0.364830277189515,0.509232161854079,"15802","LHH",0.528074389131963
"102",-0.742703111224359,-0.805531324787643,"15802","LHL",0.508918596495217
"103",-0.372083777830201,-0.587168120926074,"15802","LLH",0.512100096662485
"104",-1.36417368270792,-1.13355930290674,"15802","LLL",0.504139306537941
"105",1.17820345560526,1.65111193287828,"15814","HHH",0.709536336539341
"106",1.31844859767722,0.859046625336502,"15814","HHL",0.692838644942745
"107",-0.627164186144254,-0.970870732753159,"15814","HLH",0.654261780886587
"108",-0.737461685611597,-0.368730457568975,"15814","HLL",0.666955623827542
"109",0.802263509405162,0.455890627271966,"15814","LHH",0.684339630458836
"110",-0.500924911094539,-0.575254744498312,"15814","LHL",0.662601842873475
"111",-0.0044585988112772,0.300859132806344,"15814","LLH",0.681071379649594
"112",-1.42890618102596,-1.35205238347263,"15814","LLL",0.646226012136977
"113",1.57745089400399,1.06759719697795,"15829","HHH",0.706415873910478
"114",1.13598098304613,1.32673549658204,"15829","HHL",0.71045735889782
"115",-0.503868413090839,-0.0922961379677792,"15829","HLH",0.688326338294694
"116",-0.638478200517852,-1.19908023115617,"15829","HLL",0.671065087048992
"117",0.507166980403346,0.823138734897478,"15829","LHH",0.702603333633581
"118",-0.358178542846543,-0.313261347200796,"15829","LHL",0.684880195531527
"119",-0.270621415548376,-0.269113017793202,"15829","LLH",0.685568726755161
"120",-1.44945228544986,-1.34372069433952,"15829","LLL",0.668809294441682
"121",1.18744103078665,1.34583693066472,"15859","HHH",0.584725532007126
"122",0.913148131637861,1.13523341238291,"15859","HHL",0.57824230340481
"123",-0.320435579320635,0.281564345652539,"15859","HLH",0.551962914743637
"124",-0.888327126656133,-0.128701059993958,"15859","HLL",0.539333285219269
"125",1.18191124424331,0.45307565770734,"15859","LHH",0.557242727032653
"126",-0.613613349649268,-0.756401590291747,"15859","LHL",0.520010122601114
"127",-0.0141979596064092,-0.77107131650868,"15859","LLH",0.519558529059972
"128",-1.44592639143539,-1.55953637961314,"15859","LLL",0.495286383510129
"129",1.26542344739519,1.34720520520362,"15865","HHH",0.687824315043405
"130",1.38169975850036,1.42384204815075,"15865","HHL",0.690269732519745
"131",-0.578229765193104,-0.273437453392419,"15865","HLH",0.63611096506933
"132",-1.13388810176888,-0.824948839137478,"15865","HLL",0.618512698631972
"133",0.402460205217871,0.523124857880185,"15865","LHH",0.661528601314129
"134",-0.0714184891481051,-0.537869057847614,"15865","LHL",0.627673174028309
"135",0.0381862002797032,-0.346725762498799,"15865","LLH",0.633772396503505
"136",-1.30423325528304,-1.31119099835826,"15865","LLL",0.602997118551094
"137",1.35579245460703,1.70331732619644,"15871","HHH",0.714586044759552
"138",1.50209479382656,0.472049465880961,"15871","HHL",0.702626873242501
"139",-0.783866067929945,-0.76427778430102,"15871","HLH",0.69061856041905
"140",-0.385828018770816,-0.946941932164942,"15871","HLL",0.688844363313181
"141",0.42385902947815,0.13507766513018,"15871","LHH",0.699353902598603
"142",-0.226869114408582,0.418005436059922,"15871","LHL",0.702101949427843
"143",-0.683607861892977,0.409183009516652,"15871","LLH",0.702016258153322
"144",-1.20157521490943,-1.42641318631819,"15871","LLL",0.684187310895322
"145",1.07414668995781,1.38344062375809,"15883","HHH",0.613846597590996
"146",1.50272464092239,0.984425415331196,"15883","HHL",0.606962539296615
"147",-0.870725890458674,-0.033612168879192,"15883","HLH",0.589398722360402
"148",-0.468886465361686,-1.3101517963203,"15883","HLL",0.567375067560282
"149",0.510782465633216,0.512927362960353,"15883","LHH",0.598827961943024
"150",-0.0727766575497966,-0.161439700887424,"15883","LHL",0.587193362355602
"151",-0.151863395334407,0.075123973491551,"15883","LLH",0.591274705849195
"152",-1.52340138780886,-1.45071370945425,"15883","LLL",0.564950006100096
"153",1.45235314782219,1.69837856862425,"15892","HHH",0.595452657588439
"154",1.37201002003633,1.28608283265013,"15892","HHL",0.585291616524013
"155",-0.459579757912465,-0.12573952894362,"15892","HLH",0.550497211100598
"156",-0.43031431078379,-0.0958242490265187,"15892","HLL",0.551234474092108
"157",0.322197985524073,-0.0972334983040084,"15892","LHH",0.551199743100422
"158",-0.384711094931149,-0.89518981642874,"15892","LHL",0.531534085154853
"159",-0.384638219079742,-0.71435756206651,"15892","LLH",0.53599070161247
"160",-1.48731777067543,-1.05611674650497,"15892","LLL",0.527568036025062
"161",1.21176269281097,1.41329323473885,"5b21","HHH",0.527862227475697
"162",1.734523677387,1.74878755006396,"5b21","HHL",0.534807257883707
"163",-0.546997771818413,-0.272578920479005,"5b21","HLH",0.492963175995023
"164",-0.364252456708731,-0.437148129660544,"5b21","HLL",0.489556447148126
"165",0.104300876375974,-0.323831348488289,"5b21","LHH",0.491902205198353
"166",-0.581292466499188,-0.875641543890165,"5b21","LHL",0.480479243879911
"167",-0.264901007210816,-0.520429751643425,"5b21","LLH",0.487832443578829
"168",-1.2931435443368,-0.732451090641375,"5b21","LLL",0.483443413484353
"169",1.11985203511547,0.813873317371609,"5bc7","HHH",0.644529318726963
"170",1.03954341733429,1.03357223705488,"5bc7","HHL",0.646593283475092
"171",-0.934892428016033,-0.190089349053997,"5bc7","HLH",0.63509757661859
"172",-0.871808031396499,-0.76490860431137,"5bc7","HLL",0.629697428629207
"173",0.871905330036897,1.53412011144211,"5bc7","LHH",0.651295687879155
"174",0.0715429671832793,-0.338500464288922,"5bc7","LHL",0.63370332620299
"175",0.196285149187489,-1.04392569130586,"5bc7","LLH",0.627076198481546
"176",-1.49242843944487,-1.04414155690843,"5bc7","LLL",0.627074170528952
"177",1.22647044115988,1.03801828829287,"5e83","HHH",0.657460844700385
"178",1.39435973422837,1.85261777846907,"5e83","HHL",0.678613662485497
"179",-0.321432865524614,-0.788957008013244,"5e83","HLH",0.610019524141366
"180",-0.689468748026808,-0.647384270075242,"5e83","HLL",0.613695763035517
"181",0.616525019960468,0.198817839346651,"5e83","LHH",0.635669210411609
"182",-0.763938736668383,-0.404272670491916,"5e83","LHL",0.620008675613354
"183",-0.0458142749410635,-0.141719087255082,"5e83","LLH",0.626826440873477
"184",-1.41670057018784,-1.1071208702731,"5e83","LLL",0.601757719063714
"185",1.28857723435694,1.31187248036675,"5ebe","HHH",0.553503958347358
"186",1.19682125653685,1.0530407785319,"5ebe","HHL",0.546922446847116
"187",-1.12444969133413,-0.105843804951461,"5ebe","HLH",0.517454602840453
"188",-0.436504431453193,-0.457049303158866,"5ebe","HLL",0.508524232221188
"189",0.730578629038011,0.930429544333957,"5ebe","LHH",0.543804717286896
"190",-0.440949887542217,-0.683911713999627,"5ebe","LHL",0.502755628316271
"191",0.0954930423400432,-0.515196089163944,"5ebe","LLH",0.507045689453507
"192",-1.30956615194231,-1.5333418919587,"5ebe","LLL",0.481156517986049
"193",1.3938846151422,1.60370645054464,"5f19","HHH",0.677429145238035
"194",1.12692814972002,1.00015643887882,"5f19","HHL",0.652791242537939
"195",-0.479319777571192,0.0422819859328289,"5f19","HLH",0.613689234229705
"196",-0.498133780069187,0.0442010818450313,"5f19","HLL",0.613767574876616
"197",0.874952339539174,0.344387742267455,"5f19","LHH",0.626021687358432
"198",-0.557336212028197,-1.05125132771381,"5f19","LHL",0.569049408432041
"199",-0.429761162637223,-0.650246101209657,"5f19","LLH",0.585419100357935
"200",-1.43121417209559,-1.33323627054531,"5f19","LLL",0.55753831995538
"201",1.37180123455155,1.50709165916188,"5f53","HHH",0.575310850246577
"202",1.43447730053634,1.57880700494605,"5f53","HHL",0.576573529305859
"203",-0.657519855361976,-0.260169337164154,"5f53","HLH",0.544195007075952
"204",-0.293708407746306,-0.557650460725009,"5f53","HLL",0.538957310999264
"205",0.545808045665843,-0.631770772635263,"5f53","LHH",0.537652288138491
"206",-0.797326224441611,0.00636051188619883,"5f53","LHL",0.548887749687588
"207",-0.400177861834576,-0.587853883100464,"5f53","LLH",0.538425524830835
"208",-1.20335423136928,-1.05481472236921,"5f53","LLL",0.530203830201849
"209",1.50609290752222,1.58059922077627,"5f83","HHH",0.642169604321807
"210",1.19919029079386,0.425857541841961,"5f83","HHL",0.624252547262955
"211",-0.157400560145847,-0.89258641699479,"5f83","HLH",0.603795473555199
"212",-1.13984693217598,-0.046233966053654,"5f83","HLL",0.616927540607118
"213",0.423510617799478,0.817836781827947,"5f83","LHH",0.630334526061187
"214",-0.657609920582795,-0.12703264073485,"5f83","LHL",0.615673862411421
"215",-0.00872714252105405,-0.0759604829120308,"5f83","LLH",0.616466301779051
"216",-1.16520926068986,-1.68248003775086,"5f83","LLL",0.591539425876578
"217",1.09957157859902,1.3901988930268,"6025","HHH",0.611864363383662
"218",1.28489691721643,0.847752468763014,"6025","HHL",0.602481791747763
"219",-0.493705305988102,-0.104062101690693,"6025","HLH",0.586018472990533
"220",-0.593252290412548,-0.174334906076329,"6025","HLL",0.584802980378339
"221",0.986830586505246,0.810093211014718,"6025","LHH",0.601830408186598
"222",-0.77046463558399,-0.974322881566637,"6025","LHL",0.570965771481474
"223",-0.112373794473448,-0.159323069641598,"6025","LLH",0.58506263667698
"224",-1.4015030558626,-1.63600161382924,"6025","LLL",0.559520865906088
"225",1.35515494094437,1.4365762849993,"6580","HHH",0.621949138397067
"226",1.24241013841341,1.41296091852582,"6580","HHL",0.621343274125443
"227",-0.715842087525397,-0.30394279586237,"6580","HLH",0.577295233645742
"228",-0.800533818703908,-0.117413453919034,"6580","HLL",0.582080739050452
"229",0.776331028616493,0.242434671729016,"6580","LHH",0.591312826250367
"230",-0.593087369252057,-0.802277165175411,"6580","LHL",0.564510211231279
"231",-0.0352029501763141,-0.494933896388295,"6580","LLH",0.572395259548926
"232",-1.2292298823166,-1.37340456390901,"6580","LLL",0.549857646519781
"233",1.35021177805486,1.54222579999037,"8542","HHH",0.650763236535069
"234",1.26491115941731,1.08627783374712,"8542","HHL",0.6371385724371
"235",-0.66930780095761,0.245519842513594,"8542","HLH",0.612014992409706
"236",-0.89032982126558,0.328589943663905,"8542","HLL",0.614497298086125
"237",0.466708244626762,-0.174204271766715,"8542","LHH",0.599472771598843
"238",0.0110064828803188,-0.705815304194905,"8542","LHL",0.583587139281438
"239",-0.0799491361734761,-1.00711318144898,"8542","LLH",0.57458373829066
"240",-1.45325090658259,-1.31548066250439,"8542","LLL",0.565369082980902
